POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,Year
32.0,Manish Pandey RCB,5.0,4.0,2.0,168.0,114*,84.0,118.0,142.37,1.0,0.0,17.0,4.0,2009
33.0,Naman Ojha RR,8.0,8.0,1.0,168.0,68,24.0,144.0,116.66,0.0,2.0,11.0,11.0,2009
34.0,Mark Boucher RCB,12.0,9.0,4.0,150.0,48*,30.0,116.0,129.31,0.0,0.0,8.0,6.0,2009
35.0,Simon Katich PBKS,9.0,9.0,0.0,145.0,50,16.11,117.0,123.93,0.0,1.0,15.0,6.0,2009
36.0,Ajinkya Rahane MI,8.0,7.0,1.0,144.0,62*,24.0,123.0,117.07,0.0,2.0,12.0,3.0,2009
37.0,Parthiv Patel CSK,9.0,9.0,0.0,142.0,36,15.77,126.0,112.69,0.0,0.0,19.0,2.0,2009
38.0,Ravi Bopara PBKS,5.0,5.0,0.0,138.0,84,27.6,119.0,115.96,0.0,1.0,8.0,7.0,2009
39.0,Karan Goel PBKS,9.0,9.0,1.0,124.0,38,15.5,133.0,93.23,0.0,0.0,9.0,4.0,2009
40.0,Venugopal Rao DEC,16.0,13.0,2.0,124.0,32,11.27,114.0,108.77,0.0,0.0,6.0,3.0,2009
41.0,Roelof van der Merwe RCB,10.0,8.0,0.0,122.0,35,15.25,98.0,124.48,0.0,0.0,8.0,8.0,2009
42.0,Sunny Sohal PBKS,8.0,8.0,0.0,115.0,43,14.37,93.0,123.65,0.0,0.0,9.0,8.0,2009
43.0,Shane Warne RR,13.0,11.0,3.0,108.0,34*,13.5,116.0,93.1,0.0,0.0,6.0,4.0,2009
44.0,Rob Quiney RR,7.0,7.0,0.0,103.0,51,14.71,102.0,100.98,0.0,1.0,12.0,3.0,2009
45.0,David Hussey KKR,4.0,4.0,0.0,98.0,43,24.5,59.0,166.1,0.0,0.0,7.0,6.0,2009
46.0,Swapnil Asnodkar RR,8.0,8.0,0.0,98.0,44,12.25,93.0,105.37,0.0,0.0,11.0,4.0,2009
47.0,Albie Morkel CSK,12.0,10.0,6.0,97.0,21*,24.25,70.0,138.57,0.0,0.0,8.0,4.0,2009
48.0,Kevin Pietersen RCB,6.0,6.0,0.0,93.0,37,15.5,85.0,109.41,0.0,0.0,8.0,2.0,2009
49.0,Jacob Oram CSK,11.0,8.0,2.0,88.0,41*,14.66,93.0,94.62,0.0,0.0,5.0,4.0,2009
50.0,Harbhajan Singh MI,13.0,10.0,2.0,84.0,20,10.5,53.0,158.49,0.0,0.0,6.0,5.0,2009
51.0,Laxmi Ratan Shukla KKR,9.0,6.0,1.0,83.0,48*,16.6,85.0,97.64,0.0,0.0,5.0,3.0,2009
52.0,Lee Carseldine RR,5.0,5.0,1.0,81.0,39,20.25,68.0,119.11,0.0,0.0,11.0,0.0,2009
53.0,Abhishek Raut RR,9.0,7.0,3.0,78.0,36*,19.5,61.0,127.86,0.0,0.0,5.0,3.0,2009
54.0,Wriddhiman Saha KKR,8.0,7.0,4.0,72.0,25*,24.0,41.0,175.6,0.0,0.0,3.0,4.0,2009
55.0,Azhar Bilakhia DEC,6.0,6.0,2.0,67.0,22,16.75,81.0,82.71,0.0,0.0,5.0,0.0,2009
56.0,Ajit Agarkar KKR,11.0,7.0,5.0,66.0,39,33.0,57.0,115.78,0.0,0.0,3.0,3.0,2009
57.0,Dwaraka Ravi Teja DEC,9.0,6.0,3.0,65.0,27,21.66,70.0,92.85,0.0,0.0,7.0,0.0,2009
58.0,Praveen Kumar RCB,13.0,8.0,3.0,65.0,14*,13.0,46.0,141.3,0.0,0.0,1.0,6.0,2009
59.0,Andrew Flintoff CSK,3.0,3.0,1.0,62.0,24,31.0,53.0,116.98,0.0,0.0,5.0,2.0,2009
60.0,Murali Vijay CSK,4.0,4.0,0.0,60.0,31,15.0,67.0,89.55,0.0,0.0,4.0,2.0,2009
61.0,Jesse Ryder RCB,5.0,5.0,0.0,56.0,32,11.2,49.0,114.28,0.0,0.0,9.0,0.0,2009
62.0,Shreevats Goswami RCB,2.0,2.0,0.0,53.0,43,26.5,60.0,88.33,0.0,0.0,6.0,0.0,2009
63.0,Pinal Shah MI,9.0,5.0,2.0,53.0,29,17.66,51.0,103.92,0.0,0.0,4.0,2.0,2009
64.0,Johan Botha RR,3.0,3.0,1.0,47.0,37,23.5,40.0,117.5,0.0,0.0,5.0,0.0,2009
65.0,Yashpal Singh KKR,8.0,4.0,0.0,47.0,20,11.75,66.0,71.21,0.0,0.0,5.0,0.0,2009
66.0,Vinay Kumar RCB,11.0,8.0,3.0,47.0,12,9.4,44.0,106.81,0.0,0.0,4.0,1.0,2009
67.0,George Bailey CSK,3.0,2.0,0.0,45.0,30,22.5,39.0,115.38,0.0,0.0,7.0,0.0,2009
68.0,Luke Pomersbach PBKS,4.0,4.0,0.0,41.0,26,10.25,49.0,83.67,0.0,0.0,3.0,1.0,2009
69.0,Shikhar Dhawan MI,5.0,4.0,0.0,40.0,22,10.0,45.0,88.88,0.0,0.0,3.0,0.0,2009
70.0,Dimitri Mascarenhas RR,5.0,4.0,0.0,39.0,27,9.75,39.0,100.0,0.0,0.0,4.0,0.0,2009
71.0,Moises Henriques KKR,4.0,3.0,1.0,38.0,30*,19.0,40.0,95.0,0.0,0.0,2.0,1.0,2009
72.0,Munaf Patel RR,11.0,5.0,2.0,33.0,23*,11.0,26.0,126.92,0.0,0.0,5.0,0.0,2009
73.0,Piyush Chawla PBKS,14.0,10.0,5.0,31.0,8*,6.2,36.0,86.11,0.0,0.0,3.0,0.0,2009
74.0,Chaminda Vaas DEC,2.0,2.0,1.0,30.0,20,30.0,21.0,142.85,0.0,0.0,1.0,1.0,2009
75.0,Wilkin Mota PBKS,8.0,6.0,1.0,30.0,12,6.0,48.0,62.5,0.0,0.0,0.0,0.0,2009
76.0,Brett Lee PBKS,5.0,4.0,2.0,28.0,14*,14.0,34.0,82.35,0.0,0.0,2.0,1.0,2009
77.0,Amit Mishra DC,11.0,5.0,2.0,26.0,13*,8.66,20.0,130.0,0.0,0.0,2.0,2.0,2009
78.0,Ramesh Powar PBKS,9.0,4.0,3.0,23.0,10,23.0,22.0,104.54,0.0,0.0,2.0,0.0,2009
79.0,Ryan Harris DEC,8.0,5.0,4.0,21.0,9*,21.0,18.0,116.66,0.0,0.0,0.0,0.0,2009
80.0,Murali Kartik KKR,10.0,2.0,2.0,21.0,11*,0.0,20.0,105.0,0.0,0.0,0.0,0.0,2009
81.0,Joginder Sharma CSK,4.0,2.0,1.0,20.0,16*,20.0,18.0,111.11,0.0,0.0,0.0,1.0,2009
82.0,Shadab Jakati CSK,9.0,2.0,1.0,20.0,13,20.0,15.0,133.33,0.0,0.0,3.0,0.0,2009
83.0,Rajesh Bishnoi RCB,3.0,3.0,0.0,19.0,18,6.33,17.0,111.76,0.0,0.0,1.0,2.0,2009
84.0,VVS Laxman DEC,5.0,5.0,0.0,19.0,10,3.8,33.0,57.57,0.0,0.0,1.0,1.0,2009
85.0,Niraj Patel RR,4.0,2.0,0.0,18.0,14,9.0,38.0,47.36,0.0,0.0,1.0,0.0,2009
86.0,Balachandra Akhil RCB,6.0,3.0,1.0,17.0,9,8.5,15.0,113.33,0.0,0.0,1.0,1.0,2009
87.0,Angelo Mathews KKR,1.0,1.0,0.0,16.0,16,16.0,13.0,123.07,0.0,0.0,2.0,0.0,2009
88.0,Mahesh Rawat RR,5.0,3.0,3.0,16.0,8*,0.0,19.0,84.21,0.0,0.0,1.0,0.0,2009
89.0,Ishant Sharma KKR,11.0,3.0,1.0,16.0,9,8.0,13.0,123.07,0.0,0.0,1.0,1.0,2009
90.0,Anil Kumble RCB,16.0,7.0,6.0,16.0,7*,16.0,19.0,84.21,0.0,0.0,2.0,0.0,2009
91.0,Graham Napier MI,1.0,1.0,0.0,15.0,15,15.0,16.0,93.75,0.0,0.0,1.0,0.0,2009
92.0,Wasim Jaffer RCB,2.0,2.0,0.0,15.0,8,7.5,17.0,88.23,0.0,0.0,2.0,0.0,2009
93.0,Scott Styris DEC,2.0,1.0,0.0,14.0,14,14.0,8.0,175.0,0.0,0.0,0.0,1.0,2009
94.0,Saurabh Tiwary MI,4.0,3.0,2.0,13.0,6*,13.0,12.0,108.33,0.0,0.0,0.0,0.0,2009
95.0,Manpreet Gony CSK,7.0,3.0,1.0,13.0,7,6.5,7.0,185.71,0.0,0.0,0.0,2.0,2009
96.0,Rohan Raje MI,4.0,2.0,1.0,12.0,11*,12.0,9.0,133.33,0.0,0.0,0.0,1.0,2009
97.0,Aakash Chopra KKR,2.0,1.0,0.0,11.0,11,11.0,19.0,57.89,0.0,0.0,2.0,0.0,2009
98.0,Tyron Henderson RR,2.0,2.0,0.0,11.0,11,5.5,16.0,68.75,0.0,0.0,0.0,1.0,2009
99.0,Dillon du Preez RCB,2.0,1.0,0.0,10.0,10,10.0,13.0,76.92,0.0,0.0,0.0,0.0,2009
100.0,Shane Harwood RR,3.0,2.0,2.0,9.0,6*,0.0,14.0,64.28,0.0,0.0,0.0,0.0,2009
101.0,Siddharth Trivedi RR,7.0,3.0,1.0,9.0,6*,4.5,18.0,50.0,0.0,0.0,0.0,0.0,2009
102.0,Dhawal Kulkarni MI,8.0,4.0,2.0,9.0,7*,4.5,17.0,52.94,0.0,0.0,0.0,0.0,2009
103.0,Morne Morkel RR,2.0,1.0,0.0,8.0,8,8.0,8.0,100.0,0.0,0.0,1.0,0.0,2009
104.0,Ravichandran Ashwin CSK,2.0,1.0,0.0,8.0,8,8.0,15.0,53.33,0.0,0.0,1.0,0.0,2009
105.0,Zaheer Khan MI,6.0,4.0,3.0,8.0,4*,8.0,11.0,72.72,0.0,0.0,0.0,0.0,2009
106.0,Muttiah Muralitharan CSK,13.0,4.0,2.0,8.0,4,4.0,8.0,100.0,0.0,0.0,1.0,0.0,2009
107.0,RP Singh DEC,16.0,6.0,2.0,8.0,4,2.0,17.0,47.05,0.0,0.0,0.0,0.0,2009
108.0,Arindam Ghosh KKR,2.0,2.0,0.0,7.0,7,3.5,8.0,87.5,0.0,0.0,1.0,0.0,2009
109.0,Siddharth Chitnis RR,1.0,1.0,0.0,6.0,6,6.0,8.0,75.0,0.0,0.0,1.0,0.0,2009
110.0,Paul Valthaty RR,2.0,2.0,0.0,6.0,5,3.0,12.0,50.0,0.0,0.0,1.0,0.0,2009
111.0,Shoaib Shaikh KKR,2.0,1.0,0.0,6.0,6,6.0,7.0,85.71,0.0,0.0,1.0,0.0,2009
112.0,Shanthakumaran Sreesanth PBKS,7.0,2.0,2.0,5.0,4*,0.0,18.0,27.77,0.0,0.0,1.0,0.0,2009
113.0,Lakshmipathy Balaji CSK,13.0,4.0,1.0,4.0,2*,1.33,10.0,40.0,0.0,0.0,0.0,0.0,2009
114.0,Kamran Khan RR,5.0,1.0,0.0,3.0,3,3.0,5.0,60.0,0.0,0.0,0.0,0.0,2009
115.0,Mashrafe Mortaza KKR,1.0,1.0,1.0,2.0,2*,0.0,2.0,100.0,0.0,0.0,0.0,0.0,2009
116.0,Mohammad Ashraful MI,1.0,1.0,0.0,2.0,2,2.0,10.0,20.0,0.0,0.0,0.0,0.0,2009
117.0,Thilan Thushara CSK,2.0,2.0,1.0,2.0,1*,2.0,7.0,28.57,0.0,0.0,0.0,0.0,2009
118.0,Ashok Dinda KKR,9.0,2.0,0.0,2.0,2,1.0,3.0,66.66,0.0,0.0,0.0,0.0,2009
119.0,Taruwar Kohli PBKS,2.0,2.0,1.0,1.0,1,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2009
120.0,Pankaj Singh RCB,3.0,2.0,1.0,1.0,1*,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2009
121.0,Amit Singh RR,5.0,2.0,1.0,1.0,1*,1.0,3.0,33.33,0.0,0.0,0.0,0.0,2009
122.0,Shoaib Ahmed DEC,7.0,3.0,1.0,1.0,1*,0.5,6.0,16.66,0.0,0.0,0.0,0.0,2009
123.0,Pragyan Ojha DEC,15.0,4.0,1.0,1.0,1,0.33,7.0,14.28,0.0,0.0,0.0,0.0,2009
124.0,Luke Ronchi MI,1.0,1.0,0.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2009
125.0,Tanmay Srivastava PBKS,2.0,1.0,1.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2009
126.0,Chetanya Nanda MI,3.0,1.0,0.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2009
127.0,Dale Steyn RCB,3.0,2.0,1.0,0.0,0*,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2009
128.0,Ajantha Mendis KKR,4.0,1.0,0.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2009
129.0,KP Appanna RCB,5.0,1.0,1.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2009
130.0,Lasith Malinga MI,13.0,3.0,1.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2009
1.0,Ruturaj Gaikwad CSK,16.0,16.0,2.0,635.0,101*,45.35,466.0,136.26,1.0,4.0,64.0,23.0,2021
2.0,Faf du Plessis CSK,16.0,16.0,2.0,633.0,95*,45.21,458.0,138.2,0.0,6.0,60.0,23.0,2021
3.0,KL Rahul PBKS,13.0,13.0,3.0,626.0,98*,62.6,451.0,138.8,0.0,6.0,48.0,30.0,2021
4.0,Shikhar Dhawan DC,16.0,16.0,1.0,587.0,92,39.13,471.0,124.62,0.0,3.0,63.0,16.0,2021
5.0,Glenn Maxwell RCB,15.0,14.0,2.0,513.0,78,42.75,356.0,144.1,0.0,6.0,48.0,21.0,2021
6.0,Sanju Samson RR,14.0,14.0,2.0,484.0,119,40.33,354.0,136.72,1.0,2.0,45.0,17.0,2021
7.0,Prithvi Shaw DC,15.0,15.0,0.0,479.0,82,31.93,301.0,159.13,0.0,4.0,56.0,18.0,2021
8.0,Shubman Gill KKR,17.0,17.0,0.0,478.0,57,28.11,402.0,118.9,0.0,3.0,50.0,12.0,2021
9.0,Mayank Agarwal PBKS,12.0,12.0,1.0,441.0,99*,40.09,314.0,140.44,0.0,4.0,42.0,18.0,2021
10.0,Rishabh Pant DC,16.0,16.0,4.0,419.0,58*,34.91,326.0,128.52,0.0,3.0,42.0,10.0,2021
11.0,Devdutt Padikkal RCB,14.0,14.0,1.0,411.0,101*,31.61,328.0,125.3,1.0,1.0,44.0,14.0,2021
12.0,Virat Kohli RCB,15.0,15.0,1.0,405.0,72*,28.92,339.0,119.46,0.0,3.0,43.0,9.0,2021
13.0,Rahul Tripathi KKR,17.0,16.0,2.0,397.0,74*,28.35,283.0,140.28,0.0,2.0,41.0,11.0,2021
14.0,Nitish Rana KKR,17.0,16.0,3.0,383.0,80,29.46,314.0,121.97,0.0,2.0,34.0,17.0,2021
15.0,Rohit Sharma MI,13.0,13.0,0.0,381.0,63,29.3,299.0,127.42,0.0,1.0,33.0,14.0,2021
16.0,Venkatesh Iyer KKR,10.0,10.0,1.0,370.0,67,41.11,288.0,128.47,0.0,4.0,37.0,14.0,2021
17.0,Moeen Ali CSK,15.0,15.0,1.0,357.0,58,25.5,260.0,137.3,0.0,1.0,31.0,19.0,2021
18.0,Suryakumar Yadav MI,14.0,14.0,0.0,317.0,82,22.64,221.0,143.43,0.0,2.0,40.0,10.0,2021
19.0,AB de Villiers RCB,15.0,14.0,4.0,313.0,76*,31.3,211.0,148.34,0.0,2.0,23.0,16.0,2021
20.0,Quinton de Kock MI,11.0,11.0,1.0,297.0,70*,29.7,256.0,116.01,0.0,2.0,29.0,7.0,2021
21.0,Manish Pandey SRH,8.0,8.0,2.0,292.0,69*,48.66,236.0,123.72,0.0,3.0,21.0,10.0,2021
22.0,Kane Williamson SRH,10.0,10.0,4.0,266.0,66*,44.33,235.0,113.19,0.0,2.0,29.0,2.0,2021
23.0,Ambati Rayudu CSK,16.0,13.0,4.0,257.0,72*,28.55,170.0,151.17,0.0,2.0,16.0,17.0,2021
24.0,Jos Buttler RR,7.0,7.0,0.0,254.0,124,36.28,166.0,153.01,1.0,0.0,27.0,13.0,2021
25.0,Yashasvi Jaiswal RR,10.0,10.0,0.0,249.0,50,24.9,168.0,148.21,0.0,1.0,32.0,10.0,2021
26.0,Jonny Bairstow SRH,7.0,7.0,1.0,248.0,63*,41.33,175.0,141.71,0.0,2.0,20.0,15.0,2021
27.0,Kieron Pollard MI,14.0,13.0,5.0,245.0,87*,30.62,165.0,148.48,0.0,1.0,16.0,16.0,2021
28.0,Shimron Hetmyer DC,14.0,13.0,6.0,242.0,53*,34.57,144.0,168.05,0.0,1.0,19.0,12.0,2021
29.0,Ishan Kishan MI,10.0,10.0,1.0,241.0,84,26.77,180.0,133.88,0.0,2.0,21.0,10.0,2021
30.0,Shivam Dube RR,9.0,9.0,1.0,230.0,64*,28.75,193.0,119.17,0.0,1.0,18.0,10.0,2021
31.0,Ravindra Jadeja CSK,16.0,12.0,9.0,227.0,62*,75.66,156.0,145.51,0.0,1.0,19.0,9.0,2021
32.0,Dinesh Karthik KKR,17.0,15.0,5.0,223.0,40,22.3,170.0,131.17,0.0,0.0,22.0,7.0,2021
33.0,David Warner SRH,8.0,8.0,0.0,195.0,57,24.37,181.0,107.73,0.0,2.0,15.0,6.0,2021
34.0,Chris Gayle PBKS,10.0,10.0,1.0,193.0,46,21.44,154.0,125.32,0.0,0.0,21.0,8.0,2021
35.0,K.S Bharat RCB,8.0,7.0,2.0,191.0,78*,38.2,156.0,122.43,0.0,1.0,10.0,8.0,2021
36.0,Andre Russell KKR,10.0,9.0,2.0,183.0,54,26.14,120.0,152.5,0.0,1.0,14.0,14.0,2021
37.0,Shreyas Iyer DC,8.0,8.0,3.0,175.0,47*,35.0,171.0,102.33,0.0,0.0,7.0,5.0,2021
38.0,Deepak Hooda PBKS,12.0,11.0,1.0,160.0,64,16.0,123.0,130.08,0.0,1.0,9.0,9.0,2021
39.0,Suresh Raina CSK,12.0,11.0,2.0,160.0,54,17.77,128.0,125.0,0.0,1.0,13.0,9.0,2021
40.0,Rahul Tewatia RR,14.0,11.0,1.0,155.0,44,15.5,147.0,105.44,0.0,0.0,11.0,6.0,2021
41.0,Shahrukh Khan PBKS,11.0,10.0,3.0,153.0,47,21.85,114.0,134.21,0.0,0.0,9.0,10.0,2021
42.0,Steve Smith DC,8.0,7.0,1.0,152.0,39,25.33,135.0,112.59,0.0,0.0,13.0,2.0,2021
43.0,Evin Lewis RR,5.0,5.0,0.0,151.0,58,30.2,93.0,162.36,0.0,1.0,18.0,7.0,2021
44.0,Jason Roy SRH,5.0,5.0,0.0,150.0,60,30.0,121.0,123.96,0.0,1.0,21.0,1.0,2021
45.0,Aiden Markram PBKS,6.0,6.0,1.0,146.0,42,29.2,119.0,122.68,0.0,0.0,12.0,4.0,2021
46.0,Krunal Pandya MI,13.0,12.0,2.0,143.0,39,14.3,123.0,116.26,0.0,0.0,10.0,6.0,2021
47.0,Eoin Morgan KKR,17.0,16.0,4.0,133.0,47*,11.08,139.0,95.68,0.0,0.0,8.0,6.0,2021
48.0,Wriddhiman Saha SRH,9.0,9.0,0.0,131.0,44,14.55,140.0,93.57,0.0,0.0,7.0,5.0,2021
49.0,Hardik Pandya MI,12.0,11.0,2.0,127.0,40*,14.11,112.0,113.39,0.0,0.0,11.0,5.0,2021
50.0,David Miller RR,9.0,8.0,3.0,124.0,62,24.8,113.0,109.73,0.0,1.0,11.0,3.0,2021
51.0,Robin Uthappa CSK,4.0,4.0,0.0,115.0,63,28.75,84.0,136.9,0.0,1.0,8.0,5.0,2021
52.0,Saurabh Tiwary MI,5.0,4.0,2.0,115.0,50*,57.5,97.0,118.55,0.0,1.0,10.0,2.0,2021
53.0,MS Dhoni CSK,16.0,11.0,4.0,114.0,18*,16.28,107.0,106.54,0.0,0.0,12.0,3.0,2021
54.0,Abdul Samad SRH,11.0,10.0,1.0,111.0,28,12.33,87.0,127.58,0.0,0.0,4.0,8.0,2021
55.0,Abhishek Sharma SRH,8.0,7.0,1.0,98.0,33,16.33,75.0,130.66,0.0,0.0,7.0,4.0,2021
56.0,Mahipal Lomror RR,4.0,4.0,1.0,94.0,43,31.33,73.0,128.76,0.0,0.0,3.0,6.0,2021
57.0,Pat Cummins KKR,7.0,5.0,2.0,93.0,66*,31.0,56.0,166.07,0.0,1.0,5.0,8.0,2021
58.0,Riyan Parag RR,11.0,10.0,2.0,93.0,25,11.62,83.0,112.04,0.0,0.0,6.0,4.0,2021
59.0,Marcus Stoinis DC,10.0,7.0,3.0,89.0,27*,22.25,72.0,123.61,0.0,0.0,11.0,1.0,2021
60.0,Jason Holder SRH,8.0,7.0,1.0,85.0,47*,14.16,72.0,118.05,0.0,0.0,2.0,6.0,2021
61.0,Nicholas Pooran PBKS,12.0,11.0,0.0,85.0,32,7.72,76.0,111.84,0.0,0.0,3.0,5.0,2021
62.0,Rashid Khan SRH,14.0,10.0,2.0,83.0,22,10.37,69.0,120.28,0.0,0.0,9.0,2.0,2021
63.0,Priyam Garg SRH,5.0,5.0,0.0,72.0,29,14.4,74.0,97.29,0.0,0.0,2.0,3.0,2021
64.0,Rajat Patidar RCB,4.0,4.0,0.0,71.0,31,17.75,62.0,114.51,0.0,0.0,3.0,3.0,2021
65.0,Lalit Yadav DC,7.0,5.0,3.0,68.0,22*,34.0,73.0,93.15,0.0,0.0,7.0,0.0,2021
66.0,Chris Morris RR,11.0,7.0,2.0,67.0,36*,13.4,49.0,136.73,0.0,0.0,2.0,5.0,2021
67.0,Kyle Jamieson RCB,9.0,7.0,3.0,65.0,16*,16.25,55.0,118.18,0.0,0.0,5.0,3.0,2021
68.0,Harpreet Brar PBKS,7.0,5.0,5.0,64.0,25*,0.0,58.0,110.34,0.0,0.0,3.0,2.0,2021
69.0,Sunil Narine KKR,14.0,10.0,2.0,62.0,26,7.75,47.0,131.91,0.0,0.0,3.0,5.0,2021
70.0,Shahbaz Ahmed RCB,11.0,7.0,0.0,59.0,14,8.42,53.0,111.32,0.0,0.0,4.0,2.0,2021
71.0,Harshal Patel RCB,15.0,8.0,4.0,59.0,31,14.75,46.0,128.26,0.0,0.0,6.0,2.0,2021
72.0,Vijay Shankar SRH,7.0,5.0,0.0,58.0,28,11.6,52.0,111.53,0.0,0.0,1.0,3.0,2021
73.0,Sam Curran CSK,9.0,4.0,1.0,56.0,34,18.66,29.0,193.1,0.0,0.0,5.0,3.0,2021
74.0,Kedar Jadhav SRH,6.0,5.0,1.0,55.0,19,13.75,52.0,105.76,0.0,0.0,2.0,2.0,2021
75.0,Chris Lynn MI,1.0,1.0,0.0,49.0,49,49.0,35.0,140.0,0.0,0.0,4.0,3.0,2021
76.0,Shakib Al Hasan KKR,8.0,6.0,1.0,47.0,26,9.4,48.0,97.91,0.0,0.0,3.0,1.0,2021
77.0,Dwayne Bravo CSK,11.0,3.0,2.0,47.0,23,47.0,18.0,261.11,0.0,0.0,3.0,4.0,2021
78.0,Ravichandran Ashwin DC,13.0,5.0,2.0,44.0,20*,14.66,42.0,104.76,0.0,0.0,2.0,1.0,2021
79.0,Manan Vohra RR,4.0,4.0,0.0,42.0,14,10.5,39.0,107.69,0.0,0.0,5.0,2.0,2021
80.0,Liam Livingstone RR,5.0,5.0,0.0,42.0,25,8.4,41.0,102.43,0.0,0.0,3.0,1.0,2021
81.0,Jaydev Unadkat RR,6.0,3.0,1.0,41.0,24,20.5,29.0,141.37,0.0,0.0,3.0,2.0,2021
82.0,Axar Patel DC,12.0,6.0,1.0,40.0,12,8.0,46.0,86.95,0.0,0.0,2.0,1.0,2021
83.0,Mohammad Nabi SRH,3.0,3.0,0.0,34.0,17,11.33,20.0,170.0,0.0,0.0,3.0,2.0,2021
84.0,Jayant Yadav MI,5.0,3.0,1.0,34.0,23,17.0,26.0,130.76,0.0,0.0,2.0,1.0,2021
85.0,Bhuvneshwar Kumar SRH,11.0,7.0,6.0,34.0,14*,34.0,30.0,113.33,0.0,0.0,3.0,0.0,2021
86.0,Chris Jordan PBKS,4.0,2.0,0.0,32.0,30,16.0,21.0,152.38,0.0,0.0,1.0,3.0,2021
87.0,Moises Henriques PBKS,5.0,4.0,2.0,31.0,14,15.5,32.0,96.87,0.0,0.0,0.0,1.0,2021
88.0,Washington Sundar RCB,6.0,4.0,0.0,31.0,10,7.75,47.0,65.95,0.0,0.0,2.0,0.0,2021
89.0,Dawid Malan PBKS,1.0,1.0,0.0,26.0,26,26.0,26.0,100.0,0.0,0.0,1.0,1.0,2021
90.0,Glenn Phillips RR,3.0,3.0,1.0,26.0,14*,13.0,33.0,78.78,0.0,0.0,1.0,2.0,2021
91.0,Ripal Patel DC,2.0,2.0,1.0,25.0,18,25.0,27.0,92.59,0.0,0.0,3.0,0.0,2021
92.0,Shivam Mavi KKR,9.0,2.0,0.0,25.0,20,12.5,20.0,125.0,0.0,0.0,2.0,2.0,2021
93.0,Tom Curran DC,3.0,2.0,1.0,21.0,21,21.0,17.0,123.52,0.0,0.0,2.0,0.0,2021
94.0,Mohammed Siraj RCB,15.0,4.0,3.0,20.0,12*,20.0,26.0,76.92,0.0,0.0,1.0,1.0,2021
95.0,Prabhsimran Singh PBKS,2.0,2.0,0.0,19.0,12,9.5,23.0,82.6,0.0,0.0,1.0,1.0,2021
96.0,Nathan Ellis PBKS,3.0,2.0,1.0,18.0,12,18.0,16.0,112.5,0.0,0.0,0.0,1.0,2021
97.0,Lockie Ferguson KKR,8.0,3.0,3.0,18.0,18*,0.0,11.0,163.63,0.0,0.0,1.0,1.0,2021
98.0,Anmolpreet Singh MI,1.0,1.0,0.0,16.0,16,16.0,14.0,114.28,0.0,0.0,2.0,1.0,2021
99.0,Adam Milne MI,4.0,3.0,1.0,16.0,15,8.0,17.0,94.11,0.0,0.0,0.0,1.0,2021
100.0,Chetan Sakariya RR,14.0,6.0,1.0,16.0,7,3.2,25.0,64.0,0.0,0.0,2.0,0.0,2021
101.0,Jasprit Bumrah MI,14.0,7.0,5.0,16.0,5*,8.0,17.0,94.11,0.0,0.0,2.0,0.0,2021
102.0,Mandeep Singh PBKS,1.0,1.0,0.0,15.0,15,15.0,14.0,107.14,0.0,0.0,2.0,0.0,2021
103.0,Chris Woakes DC,3.0,1.0,1.0,15.0,15*,0.0,11.0,136.36,0.0,0.0,2.0,0.0,2021
104.0,Jhye Richardson PBKS,3.0,2.0,0.0,15.0,15,7.5,24.0,62.5,0.0,0.0,2.0,0.0,2021
105.0,Murugan Ashwin PBKS,3.0,2.0,0.0,15.0,9,7.5,24.0,62.5,0.0,0.0,1.0,0.0,2021
106.0,Virat Singh SRH,3.0,2.0,0.0,15.0,11,7.5,26.0,57.69,0.0,0.0,1.0,0.0,2021
107.0,Jagadeesha Suchith SRH,2.0,1.0,1.0,14.0,14*,0.0,6.0,233.33,0.0,0.0,2.0,1.0,2021
108.0,Dan Christian RCB,9.0,7.0,1.0,14.0,9,2.33,24.0,58.33,0.0,0.0,1.0,0.0,2021
109.0,Rahul Chahar MI,11.0,5.0,0.0,14.0,8,2.8,15.0,93.33,0.0,0.0,1.0,0.0,2021
110.0,Mohammad Shami PBKS,14.0,4.0,3.0,13.0,9*,13.0,17.0,76.47,0.0,0.0,0.0,0.0,2021
111.0,Kagiso Rabada DC,15.0,3.0,2.0,13.0,9*,13.0,6.0,216.66,0.0,0.0,2.0,0.0,2021
112.0,Yuzvendra Chahal RCB,15.0,2.0,2.0,10.0,8*,0.0,27.0,37.03,0.0,0.0,0.0,0.0,2021
113.0,Ajinkya Rahane DC,2.0,1.0,0.0,8.0,8,8.0,8.0,100.0,0.0,0.0,1.0,0.0,2021
114.0,Sandeep Sharma SRH,7.0,2.0,1.0,8.0,8*,8.0,7.0,114.28,0.0,0.0,1.0,0.0,2021
